,Animal ID,Name,DateTime,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Month,Year
60958,A776874,Unknown,2018-07-26 13:04:00,2018-03-20,Transfer,Partner,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby,Jul,2018
109932,A730710,Unknown,2016-07-10 09:00:00,2016-02-23,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown/White,Jul,2016
46485,A542480,Shenanigan,2014-08-31 13:15:00,2008-12-08,Transfer,Partner,Dog,Neutered Male,5 years,Australian Cattle Dog Mix,Blue Tick/Black,Aug,2014
124807,A808756,Dolly,2020-01-04 17:00:00,2017-11-13,Transfer,Partner,Dog,Spayed Female,2 years,Australian Cattle Dog,Black,Jan,2020
120174,A734131,Unknown,2016-09-02 17:08:00,2016-08-10,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,Sep,2016
6881,A781631,Ruby,2018-10-15 15:05:00,2018-05-13,Transfer,Partner,Dog,Intact Female,5 months,Labrador Retriever Mix,White/Yellow,Oct,2018
3991,A735713,Unknown,2016-09-28 13:50:00,2016-08-27,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby,Sep,2016
135813,A711645,Unknown,2015-09-10 11:35:00,2015-09-03,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Black,Sep,2015
25261,A796965,Unknown,2019-06-07 18:15:00,2019-05-31,Transfer,Partner,Dog,Unknown,1 week,Labrador Retriever Mix,Black/White,Jun,2019
8048,A717863,Lucky,2015-12-20 00:00:00,2012-12-16,Transfer,Partner,Dog,Intact Male,3 years,German Shepherd Mix,Brown,Dec,2015
112774,A691031,Kako,2014-11-01 14:47:00,2014-07-29,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White,Nov,2014
120053,A752192,Unknown,2017-06-20 00:00:00,2017-05-04,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever Mix,Tricolor,Jun,2017
129473,A679468,Tito,2014-05-29 17:32:00,2008-05-21,Transfer,Partner,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Brown,May,2014
119897,A779143,Unknown,2018-09-07 14:31:00,2018-05-11,Transfer,Partner,Dog,Neutered Male,3 months,Labrador Retriever Mix,Chocolate/White,Sep,2018
20816,A733717,Unknown,2016-08-26 14:58:00,2016-07-12,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,Aug,2016
38519,A771463,Unknown,2018-05-05 18:19:00,2018-04-13,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue/White,May,2018
90512,A754522,JeelyBean,2021-10-21 17:26:00,2013-11-21,Transfer,Partner,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Tan,Oct,2021
57283,A878775,Pinta,2023-04-25 09:38:00,2011-04-16,Transfer,Partner,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Calico,Apr,2023
138583,A699306,Unknown,2015-03-25 14:51:00,2015-03-10,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,Mar,2015
17543,A775905,Kit,2018-09-03 00:00:00,2017-07-06,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie,Sep,2018
69849,A750346,Rocky,2017-05-31 11:17:00,2017-02-26,Transfer,Partner,Other,Intact Male,3 months,Guinea Pig Mix,White/Brown,May,2017
36411,A826995,Kebab,2020-12-21 14:09:00,2014-12-10,Transfer,Partner,Dog,Neutered Male,6 years,Pit Bull,Brown Brindle,Dec,2020
55652,A720894,Zariah,2016-02-24 13:26:00,2014-02-17,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White,Feb,2016
143175,A735460,Majic,2016-09-28 13:39:00,2013-09-24,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black/White,Sep,2016
12636,A753625,Tabby,2017-07-10 00:00:00,2009-07-09,Transfer,Partner,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Orange Tabby,Jul,2017
35754,A668679,Akon,2013-12-18 14:38:00,2011-12-07,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,Dec,2013
21523,A808505,Rizzo,2019-11-13 13:05:00,2019-10-01,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby/White,Nov,2019
128496,A854605,Cici,2022-04-27 14:18:00,2021-11-06,Transfer,Out State,Dog,Spayed Female,5 months,Labrador Retriever/Pit Bull,Black,Apr,2022
32294,A755446,Pete,2017-08-18 13:08:00,2017-06-03,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White,Aug,2017
77601,A881349,Unknown,2023-05-26 12:04:00,2021-05-21,Transfer,Partner,Cat,Intact Female,2 years,Domestic Medium Hair,Orange Tabby,May,2023
8118,A696650,Kitkat,2015-02-12 12:16:00,2001-02-09,Transfer,Partner,Dog,Intact Female,14 years,Dachshund,Brown,Feb,2015
126209,A777968,Unknown,2018-08-10 17:59:00,2018-03-06,Transfer,Partner,Dog,Intact Male,5 months,Pit Bull Mix,Tan/White,Aug,2018
114904,A849124,Tres,2022-01-12 17:12:00,2021-11-23,Transfer,Partner,Dog,Intact Male,1 month,Anatol Shepherd,White/Black,Jan,2022
123312,A727364,Unknown,2016-05-25 18:59:00,2015-05-21,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Black,May,2016
89460,A730380,Tonka,2016-08-03 00:00:00,2014-07-03,Transfer,Partner,Dog,Neutered Male,2 years,Bulldog/Pit Bull,Brown Brindle,Aug,2016
121089,A749471,Unknown,2017-05-15 19:17:00,2017-04-23,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue Tabby,May,2017
124485,A776327,Unknown,2018-07-12 12:05:00,2018-06-26,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,Jul,2018
66508,A794095,Unknown,2019-05-04 10:32:00,2019-04-19,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Gray/Black,May,2019
8712,A663374,Cinnimen,2013-10-23 17:02:00,2013-08-04,Transfer,Partner,Other,Unknown,2 months,Rabbit Sh Mix,Brown,Oct,2013
31963,A669591,Unknown,2013-12-28 16:21:00,2012-12-23,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White,Dec,2013
22448,A844762,96G,2021-10-20 15:13:00,2021-10-20,Transfer,Partner,Cat,Intact Male,0 years,Domestic Shorthair,Blue Tabby,Oct,2021
59881,A811653,FatsDomino,2020-02-13 00:00:00,2015-01-07,Transfer,Partner,Cat,Neutered Male,5 years,Domestic Shorthair,Blue Tabby/White,Feb,2020
62406,A745842,Cali,2017-04-28 10:39:00,2016-03-25,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White,Apr,2017
110643,A759425,Unknown,2017-10-01 18:42:00,2017-09-16,Transfer,Partner,Cat,Unknown,2 weeks,American Shorthair Mix,Calico/Black,Oct,2017
104882,A726787,Unknown,2016-05-14 16:02:00,2016-05-10,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Blue Tabby,May,2016
16151,A794476,Scout,2019-08-01 16:13:00,2014-05-08,Transfer,Partner,Dog,Spayed Female,5 years,Rottweiler,Black/Brown,Aug,2019
150214,A868264,A868264,2022-11-04 11:00:00,2022-08-21,Transfer,Out State,Dog,Intact Female,2 months,Parson Russell Terrier,Brown/Black,Nov,2022
79316,A840398,Crunch,2021-08-24 12:05:00,2020-08-06,Transfer,Partner,Dog,Neutered Male,1 year,Beagle/Boxer,Brown/Tricolor,Aug,2021
141541,A837963,Fluffles,2021-07-07 12:58:00,2020-11-01,Transfer,Partner,Dog,Intact Female,8 months,Labrador Retriever Mix,White/Tan,Jul,2021
116790,A665551,Aggie,2013-12-12 13:11:00,2012-10-19,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White,Dec,2013
93664,A755359,Unknown,2017-08-11 14:15:00,2017-06-02,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,Aug,2017
42591,A636399,Deuce,2017-05-22 16:20:00,2009-09-05,Transfer,Partner,Dog,Neutered Male,7 years,Pit Bull Mix,Blue/White,May,2017
70500,A747972,Unknown,2017-04-28 18:42:00,2017-04-12,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,Apr,2017
32385,A760096,HandsomeSam,2017-10-17 00:00:00,2000-10-14,Transfer,Partner,Cat,Neutered Male,17 years,Domestic Shorthair Mix,Brown Tabby,Oct,2017
22364,A671608,Toughguy,2014-02-03 14:27:00,2012-07-27,Transfer,Partner,Dog,Intact Male,1 year,Pit Bull Mix,Blue/White,Feb,2014
8150,A743793,Unknown,2017-02-23 19:12:00,2013-02-16,Transfer,Partner,Dog,Intact Female,4 years,Pug/Chihuahua Shorthair,Tan/White,Feb,2017
136738,A777247,Unknown,2018-07-30 17:54:00,2018-03-25,Transfer,Snr,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black/White,Jul,2018
16857,A800245,Gertie,2019-08-07 06:53:00,2018-07-18,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull/Boxer,White/Brown,Aug,2019
79911,A841035,A841035,2021-08-26 00:00:00,2019-08-19,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Black,Aug,2021
132554,A708205,Eustace,2015-08-19 13:33:00,2010-07-24,Transfer,Partner,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Blue,Aug,2015
80070,A744228,Unknown,2017-02-28 09:00:00,2017-02-25,Transfer,Partner,Other,Unknown,3 days,Havana Mix,Black,Feb,2017
96779,A869748,Unknown,2022-11-27 14:45:00,2018-11-23,Transfer,Partner,Cat,Spayed Female,4 years,Ragdoll,Blue Point/White,Nov,2022
132196,A848933,340Grams,2021-12-30 15:08:00,2021-11-30,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Orange Tabby,Dec,2021
63520,A729208,Unknown,2016-06-14 19:57:00,2016-05-14,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Calico,Jun,2016
35410,A783568,Unknown,2018-11-01 19:51:00,2018-10-28,Transfer,Partner,Dog,Unknown,4 days,Chihuahua Shorthair Mix,Brown/Black,Nov,2018
11584,A735605,Unknown,2016-09-26 18:59:00,2016-08-19,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White,Sep,2016
16303,A714031,Steve,2015-10-24 13:32:00,2010-10-17,Transfer,Partner,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Blue,Oct,2015
151628,A868513,A868513,2022-11-08 14:02:00,2020-11-04,Transfer,Partner,Dog,Intact Female,2 years,Standard Schnauzer,White,Nov,2022
5429,A752265,Unknown,2017-06-20 13:47:00,2017-06-18,Transfer,Partner,Cat,Intact Female,2 days,Domestic Shorthair Mix,Black,Jun,2017
98133,A843815,Apollo,2021-10-22 12:06:00,2020-10-06,Transfer,Out State,Dog,Intact Male,1 year,Great Pyrenees Mix,White,Oct,2021
103587,A828341,Pistachio,2021-01-21 11:19:00,2016-01-13,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Tortie,Jan,2021
63727,A663450,Violet,2013-12-08 14:32:00,2012-09-18,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,Dec,2013
14100,A705495,Tux,2015-06-30 12:14:00,2015-04-30,Transfer,Partner,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black/White,Jun,2015
84273,A702773,Vera,2015-05-26 12:20:00,2015-03-02,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Black/White,May,2015
145668,A873387,Cheeto,2023-01-25 15:12:00,2017-01-24,Transfer,Partner,Cat,Spayed Female,6 years,Domestic Shorthair,White/Blue Tabby,Jan,2023
112143,A778926,Unknown,2018-08-22 19:39:00,2018-08-08,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,Aug,2018
152633,A882421,Unknown,2023-06-19 08:52:00,2021-06-05,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Calico,Jun,2023
65322,A673351,Lily,2014-02-24 14:25:00,2013-08-22,Transfer,Partner,Dog,Spayed Female,6 months,Belgian Malinois Mix,Tan/Black,Feb,2014
5369,A833465,Unknown,2021-05-05 16:24:00,2019-04-30,Transfer,Partner,Dog,Intact Female,2 years,Dachshund,Tan,May,2021
144593,A877735,213Grams,2023-04-01 13:53:00,2023-03-17,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby,Apr,2023
107971,A810692,Santi,2020-02-05 12:25:00,2017-12-18,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby/White,Feb,2020
22575,A801001,Chaparro,2019-08-06 14:07:00,2011-08-05,Transfer,Partner,Dog,Neutered Male,8 years,Chihuahua Shorthair,Brown/White,Aug,2019
113860,A725692,Unknown,2016-05-05 10:50:00,2015-05-01,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,May,2016
96387,A822704,PeeWee,2021-04-24 11:52:00,2020-08-08,Transfer,Partner,Cat,Neutered Male,8 months,Domestic Shorthair,White,Apr,2021
96986,A568715,Unknown,2016-08-02 14:32:00,2009-10-16,Transfer,Partner,Dog,Spayed Female,6 years,Dachshund/Beagle,Brown,Aug,2016
121,A707253,Goowa,2016-01-29 16:57:00,2012-07-10,Transfer,Partner,Dog,Neutered Male,3 years,Pit Bull Mix,Apricot/Brown,Jan,2016
103909,A821869,Buff,2020-08-27 10:43:00,2013-08-21,Transfer,Partner,Cat,Intact Female,7 years,Domestic Shorthair,Black,Aug,2020
125260,A681897,Aspen,2014-10-12 13:58:00,2012-06-21,Transfer,Partner,Dog,Intact Male,2 years,Shetland Sheepdog Mix,Sable/White,Oct,2014
111786,A805501,Unknown,2019-10-18 10:44:00,2018-09-28,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair,Torbie,Oct,2019
96317,A711192,Unknown,2015-09-04 09:00:00,2008-09-03,Transfer,SCRP,Cat,Neutered Male,7 years,Domestic Longhair Mix,Orange Tabby/White,Sep,2015
75840,A796346,June,2019-06-28 12:38:00,2017-05-31,Transfer,Partner,Dog,Intact Female,2 years,Australian Cattle Dog/Pit Bull,Blue/White,Jun,2019
16365,A790383,Unknown,2019-03-15 14:47:00,2018-11-24,Transfer,Partner,Dog,Neutered Male,3 months,Ibizan Hound Mix,Red,Mar,2019
115814,A681427,Unknown,2014-06-18 09:00:00,2012-06-16,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie,Jun,2014
86187,A758692,Unknown,2017-09-20 14:43:00,2017-09-13,Transfer,Partner,Cat,Intact Male,1 week,American Shorthair Mix,Brown Tabby/White,Sep,2017
37579,A800143,CaptainAmerica,2019-07-20 18:35:00,2019-05-16,Transfer,Partner,Dog,Neutered Male,2 months,Chihuahua Longhair/Dachshund Longhair,Brown/Tan,Jul,2019
120625,A754125,Sage,2019-06-25 16:02:00,2015-06-15,Transfer,Partner,Dog,Spayed Female,4 years,American Bulldog,White,Jun,2019
20921,A770580,Bun4,2018-04-22 15:40:00,2018-04-22,Transfer,Partner,Other,Unknown,0 years,Rabbit Sh Mix,Black,Apr,2018
150063,A850948,A850948,2022-02-10 14:55:00,2021-02-02,Transfer,Out State,Dog,Intact Male,1 year,Dachshund Mix,Brown Brindle/White,Feb,2022
117683,A678145,Unknown,2014-05-04 17:30:00,2014-04-19,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,May,2014
7813,A793884,Unknown,2019-05-06 19:57:00,2018-05-01,Transfer,Snr,Cat,Unknown,1 year,Domestic Longhair Mix,White/Calico,May,2019
73739,A684531,Unknown,2014-08-02 11:58:00,2013-12-25,Transfer,Partner,Dog,Intact Male,7 months,Chow Chow/Australian Cattle Dog,White/Red,Aug,2014
51853,A766714,Unknown,2018-02-15 15:20:00,2018-01-02,Transfer,Partner,Dog,Intact Female,1 month,Australian Shepherd Mix,Tricolor,Feb,2018
29233,A732219,Unknown,2016-08-04 15:28:00,2016-07-21,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White,Aug,2016
80448,A863074,Emma,2022-08-06 11:51:00,2022-03-04,Transfer,Partner,Dog,Intact Female,5 months,German Shepherd,Black/Tan,Aug,2022
102285,A801725,Rocketman,2020-02-14 15:24:00,2017-08-08,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair,Black,Feb,2020
2901,A811547,Unknown,2020-01-09 10:18:00,2018-01-05,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Orange Tabby/White,Jan,2020
98253,A767774,Unknown,2018-03-10 18:07:00,2015-03-06,Transfer,Snr,Cat,Intact Female,3 years,Domestic Shorthair Mix,Black,Mar,2018
6221,A676982,Macie,2018-07-19 10:34:00,2013-04-17,Transfer,Partner,Dog,Spayed Female,5 years,Beagle/Dachshund,Brown/White,Jul,2018
148617,A879220,Unknown,2023-05-04 13:32:00,2023-04-02,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair,Calico,May,2023
69588,A843114,A843114,2021-10-20 18:02:00,2019-09-27,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair,Torbie,Oct,2021
65953,A812886,Unknown,2020-02-01 11:42:00,2019-01-30,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby/White,Feb,2020
125126,A690451,Wilma,2014-11-02 16:04:00,2011-10-21,Transfer,Partner,Dog,Spayed Female,3 years,Border Collie Mix,Black/White,Nov,2014
112056,A762455,Unknown,2017-11-26 09:47:00,2017-11-17,Transfer,Partner,Dog,Unknown,1 weeks,German Shepherd Mix,Black/Tan,Nov,2017
151034,A856531,Unknown,2022-05-04 16:54:00,2022-05-04,Transfer,Partner,Cat,Unknown,0 years,Domestic Shorthair,Brown Tabby,May,2022
20146,A694986,Teddy,2015-01-15 17:24:00,2009-01-07,Transfer,Partner,Dog,Neutered Male,6 years,Dachshund Mix,Black/White,Jan,2015
54275,A814296,Brady,2020-03-06 12:19:00,2017-02-27,Transfer,Partner,Dog,Intact Male,3 years,Pit Bull,Black Brindle/White,Mar,2020
73671,A705552,Unknown,2015-07-01 13:00:00,2013-06-18,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White,Jul,2015
122893,A717315,Unknown,2015-12-10 16:50:00,2012-12-06,Transfer,Partner,Dog,Intact Female,3 years,Australian Cattle Dog Mix,White/Black,Dec,2015
150880,A863926,Sugar,2022-09-05 12:13:00,2021-03-17,Transfer,Partner,Dog,Intact Female,1 year,Pit Bull,White/Brown,Sep,2022
44883,A817686,Unknown,2020-05-28 11:15:00,2017-05-23,Transfer,Partner,Dog,Neutered Male,3 years,Yorkshire Terrier/Scottish Terrier,Gray/Black,May,2020
99442,A703173,Sencha,2015-05-25 15:33:00,2015-05-06,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue,May,2015
2463,A746092,Nibbles,2017-04-01 13:45:00,2015-03-28,Transfer,Partner,Dog,Neutered Male,2 years,Rottweiler,Black/Tan,Apr,2017
129949,A737510,Unknown,2016-10-30 14:50:00,2016-10-08,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White,Oct,2016
150381,A858361,84Grams,2022-05-28 17:05:00,2022-05-27,Transfer,Partner,Cat,Intact Female,1 day,Domestic Shorthair Mix,Torbie,May,2022
1110,A775669,Unknown,2018-07-14 15:28:00,2018-05-10,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Gray Tabby,Jul,2018
16287,A786466,Unknown,2018-12-26 14:30:00,2018-10-19,Transfer,Partner,Dog,Intact Female,2 months,German Shepherd Mix,Black,Dec,2018
56269,A740305,Unknown,2016-12-15 15:35:00,2015-12-14,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White,Dec,2016
136235,A677154,Jax,2014-07-19 09:46:00,2011-04-20,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Longhair/Maltese,White,Jul,2014
12913,A732208,Unknown,2016-08-05 09:00:00,2016-05-04,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby,Aug,2016
19458,A856449,110G,2022-05-03 15:51:00,2022-04-30,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair,Blue,May,2022
137635,A837040,Unknown,2021-06-17 13:22:00,2021-06-16,Transfer,Partner,Other,Unknown,1 day,Rabbit Sh,Black,Jun,2021
71102,A879991,Mojave,2023-05-05 15:17:00,2023-03-19,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,May,2023
132105,A700340,Unknown,2015-04-12 13:41:00,2015-04-11,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Brown Tabby,Apr,2015
2811,A670429,Unknown,2014-01-08 10:55:00,2013-10-08,Transfer,Partner,Dog,Intact Female,3 months,Pit Bull Mix,Chocolate/White,Jan,2014
20375,A713035,JenParker,2015-10-21 13:38:00,2013-10-01,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black,Oct,2015
95352,A825738,Patience,2020-11-21 11:51:00,2020-05-11,Transfer,Partner,Dog,Intact Female,6 months,Beagle/Labrador Retriever,Tan/White,Nov,2020
78399,A747462,Unknown,2017-04-20 12:41:00,2017-04-05,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby/Black,Apr,2017
71535,A703475,Dotty,2015-05-29 15:33:00,2014-11-10,Transfer,Partner,Dog,Intact Female,6 months,Pit Bull Mix,White/Tan,May,2015
89548,A840458,102G,2021-08-09 15:00:00,2021-07-31,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair,Black,Aug,2021
131702,A782744,Simone,2018-11-01 16:31:00,2016-10-20,Transfer,Partner,Dog,Intact Female,2 years,Boxer Mix,Black,Nov,2018
3256,A688044,Jenny,2014-10-27 16:53:00,2014-08-13,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Longhair Mix,Black/White,Oct,2014
39576,A756015,Unknown,2017-08-16 10:32:00,2015-08-12,Transfer,Partner,Dog,Intact Female,2 years,Siberian Husky Mix,Chocolate/Tan,Aug,2017
24120,A839661,Unknown,2021-07-26 17:00:00,2021-07-08,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Black/White,Jul,2021
96237,A709720,Unknown,2015-08-13 12:25:00,2015-06-16,Transfer,Partner,Dog,Intact Male,1 month,Shih Tzu/Miniature Poodle,Black,Aug,2015
37441,A750663,Unknown,2017-06-07 00:00:00,2016-11-30,Transfer,Snr,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Gray Tabby,Jun,2017
84082,A707695,Unknown,2015-07-16 15:19:00,2015-05-25,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Blue/White,Jul,2015
150613,A857746,Unknown,2022-05-25 14:17:00,2021-12-20,Transfer,Partner,Dog,Intact Female,5 months,Labrador Retriever Mix,Black/White,May,2022
79201,A707249,Hunter,2015-07-28 14:15:00,2008-07-10,Transfer,Partner,Dog,Intact Male,7 years,German Shepherd,Sable,Jul,2015
147298,A857694,Sprite,2022-05-24 11:23:00,2022-01-04,Transfer,Out State,Dog,Intact Male,4 months,Labrador Retriever Mix,Chocolate/Tan,May,2022
33381,A741595,TinyTim,2017-01-19 12:01:00,2016-08-21,Transfer,Partner,Dog,Neutered Male,4 months,Chihuahua Shorthair Mix,Tan,Jan,2017
67005,A853225,A853225,2022-03-18 12:36:00,2022-01-15,Transfer,Partner,Dog,Intact Female,2 months,Jack Russell Terrier Mix,White/Tan,Mar,2022
65687,A708886,Unknown,2015-08-01 17:59:00,2015-07-10,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,White/Brown Tabby,Aug,2015
108426,A803805,Unknown,2019-09-10 10:50:00,2018-09-06,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair,Calico,Sep,2019
58775,A668322,Unknown,2013-12-03 15:46:00,2012-12-02,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Brown Tabby/White,Dec,2013
63333,A787324,Happy,2019-01-16 15:41:00,2018-04-11,Transfer,Partner,Dog,Intact Male,9 months,Labrador Retriever Mix,Chocolate,Jan,2019
113899,A744398,Flower,2017-03-10 16:20:00,2016-02-28,Transfer,Partner,Dog,Intact Female,1 year,Australian Cattle Dog Mix,Gray,Mar,2017
2796,A682547,SweetBoy,2014-07-04 09:00:00,2012-06-29,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue/White,Jul,2014
55286,A729289,Unknown,2016-06-16 17:44:00,2014-12-15,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Longhair/Dachshund Longhair,Brown,Jun,2016
21821,A771177,Padme,2018-05-29 12:06:00,2016-11-01,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White,May,2018
100330,A684166,Unknown,2014-07-20 15:38:00,2014-07-13,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Black,Jul,2014
86649,A795309,Unknown,2019-05-23 00:00:00,2017-05-19,Transfer,Snr,Cat,Intact Female,2 years,Domestic Medium Hair,Calico,May,2019
152943,A883302,LittleBuddy,2023-06-26 12:34:00,2015-06-15,Transfer,Snr,Cat,Neutered Male,8 years,Domestic Shorthair,Brown Tabby,Jun,2023
